Order ID,Order Date,Customer ID,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2016-118255,2016-03-11,ON-18715,OFF-BI-10003291,Office Supplies,Binders,17.46,2,0.0,8.2062
CA-2014-146703,2014-10-20,PO-18865,OFF-ST-10001713,Office Supplies,Storage,211.96,4,0.0,8.47839999999999
CA-2016-169194,2016-06-20,LH-16900,TEC-AC-10002167,Technology,Accessories,45.0,3,0.0,4.95
CA-2016-169194,2016-06-20,LH-16900,TEC-PH-10003988,Technology,Phones,21.8,2,0.0,6.104
CA-2015-115742,2015-04-18,DP-13000,OFF-BI-10004410,Office Supplies,Binders,38.22,6,0.0,17.9634
CA-2015-115742,2015-04-18,DP-13000,OFF-LA-10002762,Office Supplies,Labels,75.18,6,0.0,35.3346
CA-2015-115742,2015-04-18,DP-13000,FUR-FU-10001706,Furniture,Furnishings,6.16,2,0.0,2.9568
CA-2015-115742,2015-04-18,DP-13000,FUR-CH-10003061,Furniture,Chairs,89.99,1,0.0,17.0981
CA-2016-105816,2016-12-11,JM-15265,OFF-FA-10000304,Office Supplies,Fasteners,15.26,7,0.0,6.2566
CA-2016-105816,2016-12-11,JM-15265,TEC-PH-10002447,Technology,Phones,1029.95,5,0.0,298.6855
CA-2016-111682,2016-06-17,TB-21055,OFF-ST-10000604,Office Supplies,Storage,208.56,6,0.0,52.14
CA-2016-111682,2016-06-17,TB-21055,OFF-PA-10001569,Office Supplies,Paper,32.4,5,0.0,15.552
CA-2016-111682,2016-06-17,TB-21055,FUR-CH-10003968,Furniture,Chairs,319.41,5,0.1,7.09800000000001
CA-2016-111682,2016-06-17,TB-21055,OFF-PA-10000587,Office Supplies,Paper,14.56,2,0.0,6.9888
CA-2016-111682,2016-06-17,TB-21055,TEC-AC-10002167,Technology,Accessories,30.0,2,0.0,3.3
CA-2016-111682,2016-06-17,TB-21055,OFF-BI-10001460,Office Supplies,Binders,48.48,4,0.2,16.362
CA-2016-111682,2016-06-17,TB-21055,OFF-AR-10001868,Office Supplies,Art,1.68,1,0.0,0.84
CA-2015-135545,2015-11-24,KM-16720,TEC-AC-10004633,Technology,Accessories,13.98,2,0.0,6.1512
CA-2015-135545,2015-11-24,KM-16720,OFF-BI-10001078,Office Supplies,Binders,25.824,6,0.2,9.3612
CA-2015-135545,2015-11-24,KM-16720,OFF-PA-10003892,Office Supplies,Paper,146.73,3,0.0,68.9631
CA-2015-135545,2015-11-24,KM-16720,FUR-FU-10000397,Furniture,Furnishings,79.76,4,0.0,22.3328
US-2015-164175,2015-04-30,PS-18970,FUR-CH-10001146,Furniture,Chairs,213.115,5,0.3,-15.2225
CA-2014-106376,2014-12-05,BS-11590,OFF-AR-10002671,Office Supplies,Art,1113.024,8,0.2,111.3024
CA-2014-106376,2014-12-05,BS-11590,TEC-PH-10002726,Technology,Phones,167.968,4,0.2,62.988
CA-2016-119823,2016-06-04,KD-16270,OFF-PA-10000482,Office Supplies,Paper,75.88,2,0.0,35.6636
CA-2016-106075,2016-09-18,HM-14980,OFF-BI-10004654,Office Supplies,Binders,4.616,1,0.2,1.731
CA-2017-114440,2017-09-14,TB-21520,OFF-PA-10004675,Office Supplies,Paper,19.05,3,0.0,8.763
US-2015-134026,2015-04-26,JE-15745,FUR-CH-10000513,Furniture,Chairs,831.936,8,0.2,-114.3912
US-2015-134026,2015-04-26,JE-15745,FUR-FU-10003708,Furniture,Furnishings,97.04,2,0.2,1.213
US-2015-134026,2015-04-26,JE-15745,OFF-ST-10004123,Office Supplies,Storage,72.784,1,0.2,-18.196
US-2017-118038,2017-12-09,KB-16600,OFF-BI-10004182,Office Supplies,Binders,1.248,3,0.8,-1.9344
US-2017-118038,2017-12-09,KB-16600,FUR-FU-10000260,Furniture,Furnishings,9.708,3,0.6,-5.8248
US-2017-118038,2017-12-09,KB-16600,OFF-ST-10000615,Office Supplies,Storage,27.24,3,0.2,2.724
US-2014-147606,2014-11-26,JE-15745,FUR-FU-10003194,Furniture,Furnishings,19.3,5,0.6,-14.475
CA-2016-127208,2016-06-12,SC-20770,OFF-AP-10002118,Office Supplies,Appliances,208.16,1,0.0,56.2032
CA-2016-127208,2016-06-12,SC-20770,OFF-BI-10002309,Office Supplies,Binders,16.74,3,0.0,8.0352
CA-2014-139451,2014-10-12,DN-13690,OFF-AR-10002053,Office Supplies,Art,14.9,5,0.0,4.172
CA-2014-139451,2014-10-12,DN-13690,OFF-ST-10002370,Office Supplies,Storage,21.39,1,0.0,6.2031
CA-2015-149734,2015-09-03,JC-16105,OFF-EN-10000927,Office Supplies,Envelopes,200.984,7,0.2,62.8075
US-2017-119662,2017-11-13,CS-12400,OFF-ST-10003656,Office Supplies,Storage,230.376,3,0.2,-48.9549
CA-2017-140088,2017-05-28,PO-18865,FUR-CH-10000863,Furniture,Chairs,301.96,2,0.0,33.2156
CA-2017-155558,2017-10-26,PG-18895,TEC-AC-10001998,Technology,Accessories,19.99,1,0.0,6.7966
CA-2017-155558,2017-10-26,PG-18895,OFF-LA-10000134,Office Supplies,Labels,6.16,2,0.0,2.9568
CA-2016-159695,2016-04-05,GM-14455,OFF-ST-10003442,Office Supplies,Storage,158.368,7,0.2,13.8572
CA-2016-109806,2016-09-17,JS-15685,OFF-AR-10004930,Office Supplies,Art,20.1,3,0.0,6.633
CA-2016-109806,2016-09-17,JS-15685,TEC-PH-10004093,Technology,Phones,73.584,2,0.2,8.2782
CA-2016-109806,2016-09-17,JS-15685,OFF-PA-10000304,Office Supplies,Paper,6.48,1,0.0,3.1104
CA-2015-149587,2015-01-31,KB-16315,OFF-PA-10003177,Office Supplies,Paper,12.96,2,0.0,6.2208
CA-2015-149587,2015-01-31,KB-16315,FUR-FU-10003799,Furniture,Furnishings,53.34,3,0.0,16.5354
CA-2015-149587,2015-01-31,KB-16315,OFF-BI-10002852,Office Supplies,Binders,32.96,2,0.0,16.1504
US-2017-109484,2017-11-06,RB-19705,OFF-BI-10004738,Office Supplies,Binders,5.682,1,0.7,-3.788
CA-2017-161018,2017-11-09,PN-18775,FUR-FU-10000629,Furniture,Furnishings,96.53,7,0.0,40.5426
CA-2017-157833,2017-06-17,KD-16345,OFF-BI-10001721,Office Supplies,Binders,51.312,3,0.2,17.9592
CA-2016-149223,2016-09-06,ER-13855,OFF-AP-10000358,Office Supplies,Appliances,77.88,6,0.0,22.5852
CA-2016-158568,2016-08-29,RB-19465,OFF-PA-10003256,Office Supplies,Paper,64.624,7,0.2,22.6184
CA-2016-158568,2016-08-29,RB-19465,TEC-AC-10001767,Technology,Accessories,95.976,3,0.2,-10.7973
CA-2016-158568,2016-08-29,RB-19465,OFF-BI-10002609,Office Supplies,Binders,1.788,3,0.8,-3.0396
CA-2016-129903,2016-12-01,GZ-14470,OFF-PA-10004040,Office Supplies,Paper,23.92,4,0.0,11.7208
US-2015-156867,2015-11-13,LC-16870,TEC-AC-10001552,Technology,Accessories,238.896,6,0.2,-26.8758
US-2015-156867,2015-11-13,LC-16870,FUR-FU-10004006,Furniture,Furnishings,102.36,3,0.2,-3.83850000000001
US-2015-156867,2015-11-13,LC-16870,OFF-BI-10002794,Office Supplies,Binders,36.882,3,0.7,-25.8174
CA-2017-119004,2017-11-23,JM-15250,TEC-AC-10003499,Technology,Accessories,74.112,8,0.2,17.6016
CA-2017-119004,2017-11-23,JM-15250,TEC-PH-10002844,Technology,Phones,27.992,1,0.2,2.0994
CA-2017-119004,2017-11-23,JM-15250,OFF-AR-10000390,Office Supplies,Art,3.304,1,0.2,1.0738
CA-2015-129476,2015-10-15,PA-19060,TEC-AC-10000844,Technology,Accessories,339.96,5,0.2,67.992
CA-2017-146780,2017-12-25,CV-12805,FUR-FU-10001934,Furniture,Furnishings,41.96,2,0.0,10.9096
CA-2016-128867,2016-11-03,CL-12565,OFF-AR-10000380,Office Supplies,Art,75.96,2,0.0,22.788
CA-2016-128867,2016-11-03,CL-12565,OFF-BI-10003981,Office Supplies,Binders,27.24,6,0.0,13.3476
CA-2014-115259,2014-08-25,RC-19960,OFF-FA-10000621,Office Supplies,Fasteners,40.096,14,0.2,14.5348
CA-2014-115259,2014-08-25,RC-19960,OFF-EN-10002600,Office Supplies,Envelopes,4.72,2,0.2,1.652
CA-2014-115259,2014-08-25,RC-19960,OFF-PA-10004965,Office Supplies,Paper,23.976,3,0.2,7.4925
CA-2014-115259,2014-08-25,RC-19960,OFF-EN-10002504,Office Supplies,Envelopes,130.464,6,0.2,44.0316
CA-2015-110457,2015-03-02,DK-13090,FUR-TA-10001768,Furniture,Tables,787.53,3,0.0,165.3813
US-2015-136476,2015-04-05,GG-14650,OFF-BI-10003650,Office Supplies,Binders,157.794,1,0.7,-115.7156
CA-2016-103730,2016-06-12,SC-20725,FUR-FU-10002157,Furniture,Furnishings,47.04,3,0.0,18.3456
CA-2016-103730,2016-06-12,SC-20725,OFF-BI-10003910,Office Supplies,Binders,30.84,4,0.0,13.878
CA-2016-103730,2016-06-12,SC-20725,OFF-ST-10000777,Office Supplies,Storage,226.56,6,0.0,63.4368
CA-2016-103730,2016-06-12,SC-20725,OFF-EN-10002500,Office Supplies,Envelopes,115.02,9,0.0,51.759
CA-2016-103730,2016-06-12,SC-20725,TEC-PH-10003875,Technology,Phones,68.04,7,0.0,19.7316
US-2014-152030,2014-12-26,AD-10180,FUR-CH-10004063,Furniture,Chairs,600.558,3,0.3,-8.57940000000008
US-2014-134614,2014-09-20,PF-19165,FUR-TA-10004534,Furniture,Tables,617.7,6,0.5,-407.682
US-2017-107272,2017-11-05,TS-21610,OFF-BI-10003274,Office Supplies,Binders,2.388,2,0.7,-1.8308
US-2017-107272,2017-11-05,TS-21610,OFF-ST-10002974,Office Supplies,Storage,243.992,7,0.2,30.499
US-2016-125969,2016-11-06,LS-16975,FUR-CH-10001146,Furniture,Chairs,81.424,2,0.2,-9.1602
US-2016-125969,2016-11-06,LS-16975,FUR-FU-10003773,Furniture,Furnishings,238.56,3,0.0,26.2416
US-2017-164147,2017-02-02,DW-13585,TEC-PH-10002293,Technology,Phones,59.97,5,0.4,-11.994
US-2017-164147,2017-02-02,DW-13585,OFF-PA-10002377,Office Supplies,Paper,78.304,2,0.2,29.364
US-2017-164147,2017-02-02,DW-13585,OFF-FA-10002780,Office Supplies,Fasteners,21.456,9,0.2,6.9732
CA-2016-145583,2016-10-13,LC-16885,OFF-PA-10001804,Office Supplies,Paper,20.04,3,0.0,9.6192
CA-2016-145583,2016-10-13,LC-16885,OFF-PA-10001736,Office Supplies,Paper,35.44,1,0.0,16.6568
CA-2016-145583,2016-10-13,LC-16885,OFF-AR-10001149,Office Supplies,Art,11.52,4,0.0,3.456
CA-2016-145583,2016-10-13,LC-16885,OFF-FA-10002988,Office Supplies,Fasteners,4.02,2,0.0,1.9698
CA-2016-145583,2016-10-13,LC-16885,OFF-BI-10004781,Office Supplies,Binders,76.176,3,0.2,26.6616
CA-2016-145583,2016-10-13,LC-16885,OFF-SU-10001218,Office Supplies,Supplies,65.88,6,0.0,18.4464
CA-2016-145583,2016-10-13,LC-16885,FUR-FU-10001706,Furniture,Furnishings,43.12,14,0.0,20.6976
CA-2016-110366,2016-09-05,JD-15895,FUR-FU-10004848,Furniture,Furnishings,82.8,2,0.2,10.35
CA-2017-106180,2017-09-18,SH-19975,OFF-AR-10000940,Office Supplies,Art,8.82,3,0.0,2.3814
CA-2017-106180,2017-09-18,SH-19975,OFF-EN-10004030,Office Supplies,Envelopes,10.86,3,0.0,5.1042
CA-2017-106180,2017-09-18,SH-19975,OFF-PA-10004327,Office Supplies,Paper,143.7,3,0.0,68.976
CA-2017-155376,2017-12-22,SG-20080,OFF-AP-10001058,Office Supplies,Appliances,839.43,3,0.0,218.2518
CA-2015-110744,2015-09-07,HA-14920,OFF-ST-10003656,Office Supplies,Storage,671.93,7,0.0,20.1579
CA-2014-110072,2014-10-22,MG-17680,FUR-FU-10000521,Furniture,Furnishings,93.888,4,0.2,12.9096
CA-2016-114489,2016-12-05,JE-16165,TEC-PH-10000215,Technology,Phones,384.45,11,0.0,103.8015
CA-2016-114489,2016-12-05,JE-16165,TEC-PH-10001448,Technology,Phones,149.97,3,0.0,5.99879999999998
CA-2016-114489,2016-12-05,JE-16165,FUR-CH-10000454,Furniture,Chairs,1951.84,8,0.0,585.552
CA-2016-114489,2016-12-05,JE-16165,OFF-BI-10002735,Office Supplies,Binders,171.55,5,0.0,80.6285
CA-2016-158834,2016-03-13,TW-21025,OFF-AP-10000326,Office Supplies,Appliances,157.92,5,0.2,17.766
CA-2016-158834,2016-03-13,TW-21025,TEC-PH-10001254,Technology,Phones,203.184,2,0.2,15.2388
CA-2015-124919,2015-05-31,SP-20650,OFF-PA-10001950,Office Supplies,Paper,58.38,7,0.0,26.271
CA-2015-124919,2015-05-31,SP-20650,OFF-PA-10002254,Office Supplies,Paper,105.52,4,0.0,48.5392
CA-2015-124919,2015-05-31,SP-20650,OFF-ST-10001590,Office Supplies,Storage,80.88,6,0.0,21.0288
CA-2015-118948,2015-05-28,NK-18490,OFF-AR-10001547,Office Supplies,Art,6.63,3,0.0,1.7901
CA-2014-104269,2014-03-01,DB-13060,FUR-CH-10004063,Furniture,Chairs,457.568,2,0.2,51.4763999999999
CA-2016-114104,2016-11-20,NP-18670,OFF-LA-10002475,Office Supplies,Labels,14.62,2,0.0,6.8714
CA-2016-114104,2016-11-20,NP-18670,TEC-PH-10004536,Technology,Phones,944.93,7,0.0,236.2325
CA-2016-162733,2016-05-11,TT-21070,OFF-PA-10002751,Office Supplies,Paper,5.98,1,0.0,2.691
CA-2015-119697,2015-12-28,EM-13960,TEC-AC-10003657,Technology,Accessories,54.384,2,0.2,1.3596
CA-2016-154508,2016-11-16,RD-19900,OFF-EN-10001990,Office Supplies,Envelopes,28.4,5,0.0,13.348
CA-2016-113817,2016-11-07,MJ-17740,OFF-BI-10004002,Office Supplies,Binders,27.68,2,0.2,9.688
CA-2014-139892,2014-09-08,BM-11140,OFF-AR-10004441,Office Supplies,Art,9.936,3,0.2,2.7324
CA-2014-139892,2014-09-08,BM-11140,TEC-MA-10000822,Technology,Machines,8159.952,8,0.4,-1359.992
CA-2014-139892,2014-09-08,BM-11140,OFF-ST-10000991,Office Supplies,Storage,275.928,3,0.2,-58.6347
CA-2014-139892,2014-09-08,BM-11140,FUR-CH-10004287,Furniture,Chairs,1740.06,9,0.3,-24.8580000000002
CA-2014-139892,2014-09-08,BM-11140,OFF-AR-10002656,Office Supplies,Art,32.064,6,0.2,6.8136
CA-2014-139892,2014-09-08,BM-11140,OFF-AP-10002518,Office Supplies,Appliances,177.98,5,0.8,-453.849
CA-2014-139892,2014-09-08,BM-11140,TEC-PH-10003931,Technology,Phones,143.976,3,0.2,8.99850000000001
CA-2014-118962,2014-08-05,CS-12130,OFF-PA-10000659,Office Supplies,Paper,20.94,3,0.0,9.8418
CA-2014-118962,2014-08-05,CS-12130,OFF-PA-10001144,Office Supplies,Paper,110.96,2,0.0,53.2608
CA-2014-118962,2014-08-05,CS-12130,FUR-CH-10003817,Furniture,Chairs,340.144,7,0.2,21.259
US-2014-100853,2014-09-14,JB-15400,OFF-AP-10000891,Office Supplies,Appliances,52.448,2,0.8,-131.12
US-2014-100853,2014-09-14,JB-15400,OFF-LA-10003148,Office Supplies,Labels,20.16,4,0.2,6.552
US-2017-152366,2017-04-21,SJ-20500,OFF-AP-10002684,Office Supplies,Appliances,97.264,4,0.8,-243.16
US-2015-101511,2015-11-21,JE-15745,FUR-CH-10004698,Furniture,Chairs,396.802,7,0.3,-11.3371999999999
US-2015-101511,2015-11-21,JE-15745,OFF-SU-10002189,Office Supplies,Supplies,15.88,5,0.2,-3.7715
CA-2015-137225,2015-12-15,JK-15640,OFF-AR-10001940,Office Supplies,Art,3.28,1,0.0,1.4104
CA-2014-166191,2014-12-05,DK-13150,OFF-ST-10003455,Office Supplies,Storage,24.816,2,0.2,1.8612
CA-2014-166191,2014-12-05,DK-13150,TEC-AC-10004659,Technology,Accessories,408.744,7,0.2,76.6395
CA-2014-158274,2014-11-19,RM-19675,TEC-PH-10003273,Technology,Phones,503.96,4,0.0,131.0296
CA-2014-158274,2014-11-19,RM-19675,TEC-PH-10004896,Technology,Phones,149.95,5,0.0,41.986
CA-2014-158274,2014-11-19,RM-19675,TEC-AC-10002345,Technology,Accessories,29.0,2,0.0,7.25
CA-2016-105018,2016-11-28,SK-19990,OFF-BI-10001890,Office Supplies,Binders,7.16,2,0.0,3.4368
CA-2014-123260,2014-08-26,FM-14290,TEC-AC-10002323,Technology,Accessories,176.8,8,0.0,22.984
CA-2016-157000,2016-07-16,AM-10360,OFF-ST-10001328,Office Supplies,Storage,37.224,3,0.2,3.7224
CA-2016-157000,2016-07-16,AM-10360,OFF-PA-10001950,Office Supplies,Paper,20.016,3,0.2,6.255
CA-2015-102281,2015-10-12,MP-17470,FUR-BO-10002613,Furniture,Bookcases,899.136,4,0.2,112.392
CA-2015-102281,2015-10-12,MP-17470,TEC-PH-10001552,Technology,Phones,71.76,6,0.0,20.0928
CA-2015-102281,2015-10-12,MP-17470,OFF-PA-10000061,Office Supplies,Paper,51.84,8,0.0,24.8832
CA-2015-102281,2015-10-12,MP-17470,FUR-BO-10002545,Furniture,Bookcases,626.352,3,0.2,46.9764
CA-2015-102281,2015-10-12,MP-17470,OFF-AR-10003514,Office Supplies,Art,19.9,5,0.0,6.567
CA-2015-131457,2015-10-31,MZ-17515,OFF-EN-10001509,Office Supplies,Envelopes,14.28,7,0.0,6.7116
CA-2014-140004,2014-03-21,CB-12025,OFF-AR-10004685,Office Supplies,Art,7.408,2,0.2,1.2038
CA-2014-140004,2014-03-21,CB-12025,OFF-AR-10004027,Office Supplies,Art,6.048,3,0.2,1.5876
CA-2017-107720,2017-11-06,VM-21685,OFF-ST-10001414,Office Supplies,Storage,46.26,3,0.0,12.0276
US-2017-124303,2017-07-06,FH-14365,OFF-BI-10000343,Office Supplies,Binders,2.946,2,0.7,-2.2586
US-2017-124303,2017-07-06,FH-14365,OFF-PA-10002749,Office Supplies,Paper,16.056,3,0.2,5.8203
CA-2017-105074,2017-06-24,MB-17305,OFF-PA-10002666,Office Supplies,Paper,21.744,3,0.2,6.795
CA-2014-133690,2014-08-03,BS-11755,FUR-TA-10004289,Furniture,Tables,218.75,2,0.5,-161.875
CA-2014-133690,2014-08-03,BS-11755,OFF-AP-10003622,Office Supplies,Appliances,2.6,1,0.2,0.2925
US-2017-116701,2017-12-17,LC-17140,OFF-AP-10003217,Office Supplies,Appliances,66.284,2,0.8,-178.9668
CA-2017-126382,2017-06-03,HK-14890,FUR-FU-10002960,Furniture,Furnishings,35.168,7,0.2,9.6712
CA-2017-108329,2017-12-09,LE-16810,TEC-PH-10001918,Technology,Phones,444.768,4,0.2,44.4768
CA-2017-135860,2017-12-01,JH-15985,OFF-ST-10000642,Office Supplies,Storage,83.92,4,0.0,5.87439999999999
CA-2017-135860,2017-12-01,JH-15985,TEC-PH-10001700,Technology,Phones,131.98,2,0.0,35.6346
CA-2017-135860,2017-12-01,JH-15985,OFF-BI-10003274,Office Supplies,Binders,15.92,4,0.0,7.4824
CA-2017-135860,2017-12-01,JH-15985,OFF-FA-10000134,Office Supplies,Fasteners,52.29,9,0.0,16.2099
CA-2017-135860,2017-12-01,JH-15985,OFF-ST-10001522,Office Supplies,Storage,91.99,1,0.0,3.67959999999999
CA-2015-101007,2015-02-09,MS-17980,TEC-AC-10001266,Technology,Accessories,20.8,2,0.2,6.5
CA-2015-146262,2015-01-02,VW-21775,OFF-LA-10004544,Office Supplies,Labels,23.68,2,0.2,8.88
CA-2015-146262,2015-01-02,VW-21775,FUR-BO-10004695,Furniture,Bookcases,452.45,5,0.5,-244.323
CA-2015-146262,2015-01-02,VW-21775,TEC-PH-10002844,Technology,Phones,62.982,3,0.4,-14.6958
CA-2015-146262,2015-01-02,VW-21775,TEC-MA-10000864,Technology,Machines,1188.0,9,0.7,-950.4
CA-2015-146262,2015-01-02,VW-21775,TEC-AC-10000109,Technology,Accessories,89.584,2,0.2,4.47920000000001
CA-2016-130162,2016-10-28,JH-15910,OFF-ST-10001328,Office Supplies,Storage,93.06,6,0.0,26.0568
CA-2016-130162,2016-10-28,JH-15910,TEC-PH-10002563,Technology,Phones,302.376,3,0.2,22.6782
CA-2015-169397,2015-12-24,JB-15925,OFF-FA-10000585,Office Supplies,Fasteners,5.584,2,0.2,1.8148
CA-2015-169397,2015-12-24,JB-15925,OFF-PA-10004000,Office Supplies,Paper,22.704,6,0.2,8.2302
CA-2015-169397,2015-12-24,JB-15925,OFF-BI-10002852,Office Supplies,Binders,19.776,4,0.7,-13.8432
CA-2015-169397,2015-12-24,JB-15925,FUR-FU-10000087,Furniture,Furnishings,72.704,4,0.2,19.0848
CA-2015-169397,2015-12-24,JB-15925,TEC-MA-10001148,Technology,Machines,479.988,4,0.7,-383.9904
CA-2015-169397,2015-12-24,JB-15925,OFF-AR-10001958,Office Supplies,Art,27.168,2,0.2,2.7168
CA-2015-163055,2015-08-09,DS-13180,OFF-AR-10001026,Office Supplies,Art,2.2,1,0.0,0.968
CA-2015-163055,2015-08-09,DS-13180,FUR-TA-10003748,Furniture,Tables,622.45,5,0.0,136.939
CA-2015-163055,2015-08-09,DS-13180,OFF-ST-10002485,Office Supplies,Storage,21.98,1,0.0,0.219799999999999
US-2015-145436,2015-02-28,VD-21670,FUR-CH-10004860,Furniture,Chairs,161.568,2,0.2,-28.2744
US-2015-145436,2015-02-28,VD-21670,FUR-CH-10004477,Furniture,Chairs,389.696,8,0.2,43.8408
US-2014-156216,2014-09-13,EA-14035,OFF-BI-10001679,Office Supplies,Binders,18.648,7,0.7,-12.432
US-2017-100930,2017-04-07,CS-12400,FUR-TA-10001705,Furniture,Tables,233.86,2,0.45,-102.048
US-2017-100930,2017-04-07,CS-12400,FUR-TA-10003473,Furniture,Tables,620.6145,3,0.45,-248.2458
US-2017-100930,2017-04-07,CS-12400,OFF-BI-10001679,Office Supplies,Binders,5.328,2,0.7,-3.552
US-2017-100930,2017-04-07,CS-12400,FUR-FU-10004017,Furniture,Furnishings,258.072,3,0.2,0.0
US-2017-100930,2017-04-07,CS-12400,TEC-AC-10003832,Technology,Accessories,617.976,3,0.2,-7.7247000000001
CA-2017-160514,2017-11-12,DB-13120,OFF-PA-10002479,Office Supplies,Paper,10.56,2,0.0,4.752
